,39+3
794,16.330865379174547
795,-1.4121754917241403
796,16.8300588266229
797,67.60931102512704
798,64.11130945741309
799,37.73033635323409
800,34.527469255534754
801,49.59989565752168
802,23.11080255517401
803,-1.2840597126860427
804,22.94889446429642
805,61.47632818687442
806,50.59336785792399
807,41.62766906524285
808,45.849255141996245
809,54.87154605553819
810,34.74648679347535
811,16.819879247758646
812,29.003779447071988
813,68.32813969528219
814,64.11127529146525
815,47.95485857734676
816,46.54313971014076
817,55.41064185401971
818,17.547887457510775
819,-3.572893063605736
820,18.49432616547725
821,66.30133424874252
822,52.10119389670909
823,33.469643872736015
824,33.66706097390839
825,44.53360439680274
826,7.942803619805321
827,-13.446275402284346
828,4.297900468210888
829,57.43190204840733
830,48.83572404491702
831,39.031471153926915
832,38.730364344169665
833,42.47372792686842
834,-0.6453724468950821
835,-19.63880571840774
836,6.897641136364595
837,47.039812998184665
838,30.52991596432102
839,15.23437986444723
840,20.595202227061886
841,34.640814604727446
842,0.4410529088931886
843,-20.313593965299553
844,-3.3083308541337137
845,38.45734009959296
846,28.908996991731847
847,23.71071013608168
848,25.706271726240498
849,36.13270468790348
850,-0.3742626961023954
851,-11.650218314443046
852,12.074905372194431
853,53.393400722605016
854,42.80891424146845
855,27.9982697820748
856,30.798323867768218
857,41.62786467829007
858,5.387153673751462
859,-1.3342066423431227
860,15.941905159404197
861,58.67259281155489
862,45.095093499268074
863,29.51046927369043
864,32.198095136642344
865,39.6681414353159
866,-3.3287806125381176
867,-17.793126420253973
868,-1.6386387915933913
869,31.569072387164802
870,22.82461093843375
871,21.879462035711327
872,26.610294224339672
873,39.22544971057406
874,-0.5459196669646288
875,-23.51504030013108
876,-5.31878195711502
877,42.265822321890184
878,28.477636036240618
879,22.320581946905094
880,27.917038360197765
881,37.45946596802086
882,-5.1290438811990215
883,-27.020566968974737
884,-3.708060721077247
885,43.86346330467519
886,26.015913518920577
887,17.625153578381237
888,22.630038223826002
889,36.56225224176935
890,4.674897702224396
891,-17.76913552456704
892,2.7179713003831716
893,43.997161244454915
894,31.024860793878126
895,24.908450001948722
896,31.201270872895815
897,35.28132732537294
898,-13.837387417047752
899,-27.979955285172654
900,-8.752192666154047
901,32.67506715979897
902,28.486025893372606
903,20.54517799816018
904,18.272943033724022
905,8.471907959040571
906,-43.715594655406306
907,-33.54048918889168
908,-1.9612776092139088
909,39.49367565072242
910,25.065641515949626
911,14.497930844384404
912,5.284237919706343
913,7.90061860477638
914,-32.32668816947376
915,-34.37492484363527
916,-3.547121269063556
917,33.2885391876294
918,15.133494139563098
919,16.495780012238345
920,17.231899566737372
921,24.94522593966028
922,-20.49251368999111
923,-33.63031096767343
924,-0.3106413882062766
925,49.14349598287714
926,18.19153688714997
927,-2.5090666001423587
928,-2.1769665961042155
929,12.27672007967626
930,-37.43465034211634
931,-42.22591248858705
